rider_id,driver_id,city,pickup_area,dropoff_area,start_time,end_time,duration_min,distance_km,fare,rating,payment_method
R0073,D0094,Kumasi,Ahodwo,Bantama,2025-01-23 04:09:00,2025-01-23 04:30:00,21,5.05,18.39,3.4,Mobile Money
R0266,D0085,Tamale,Choggu,Sagnarigu,2025-06-26 17:11:00,2025-06-26 17:47:00,36,3.13,13.45,3.9,Cash
R0034,D0157,Tamale,Choggu,Sagnarigu,2025-01-07 15:02:00,2025-01-07 15:20:00,18,5.95,21.26,4.0,Cash
R0144,D0043,Tamale,Sagnarigu,Nyohini,2025-08-07 14:38:00,2025-08-07 14:53:00,15,17.57,35.74,4.6,Mobile Money
R0194,D0157,Accra,Tema,East Legon,2025-01-17 23:50:00,2025-01-18 00:08:00,18,16.07,36.73,4.7,Mobile Money
R0207,D0035,Takoradi,Market Circle,Sekondi,2025-02-13 09:24:00,2025-02-13 10:05:00,41,23.1,45.47,3.6,Mobile Money
R0152,D0138,Accra,Osu,Tema,2025-04-21 05:17:00,2025-04-21 06:01:00,44,20.35,70.98,3.4,Card
R0150,D0106,Kumasi,Asokwa,Adum,2025-09-26 14:44:00,2025-09-26 14:55:00,11,6.02,21.49,4.0,Cash
R0117,D0160,Kumasi,Ahodwo,Tafo,2025-06-19 12:38:00,2025-06-19 12:47:00,9,15.84,43.45,3.9,Cash
R0009,D0020,Tamale,Lamashegu,Choggu,2025-09-07 23:50:00,2025-09-08 00:00:00,10,18.94,37.8,3.5,Cash
R0074,D0191,Accra,Airport,Madina,2025-01-03 16:22:00,2025-01-03 17:02:00,40,18.12,69.62,4.0,Cash
R0211,D0103,Tamale,Sagnarigu,Nyohini,2025-03-10 09:40:00,2025-03-10 09:55:00,15,13.77,31.61,3.9,Cash
R0104,D0099,Takoradi,Anaji,Market Circle,2025-09-27 18:08:00,2025-09-27 18:18:00,10,13.78,35.35,3.5,Cash
R0135,D0010,Takoradi,Effiakuma,Market Circle,2025-02-11 04:08:00,2025-02-11 04:28:00,20,10.05,23.48,3.6,Cash
R0291,D0075,Accra,Dansoman,Madina,2025-09-19 14:08:00,2025-09-19 14:29:00,21,6.07,23.08,3.2,Cash
R0143,D0098,Tamale,Lamashegu,Sagnarigu,2025-06-06 20:39:00,2025-06-06 20:47:00,8,22.37,68.11,4.4,Mobile Money
R0145,D0149,Kumasi,Ahodwo,Bantama,2025-10-26 14:02:00,2025-10-26 14:17:00,15,19.94,57.79,3.2,Cash
R0185,D0132,Accra,Osu,Madina,2025-04-22 00:38:00,2025-04-22 01:00:00,22,13.89,47.14,4.5,Mobile Money
R0103,D0072,Kumasi,Ahodwo,Bantama,2025-01-07 14:19:00,2025-01-07 14:31:00,12,11.36,27.94,3.6,Card
R0119,D0188,Tamale,Lamashegu,Nyohini,2025-07-29 20:17:00,2025-07-29 20:45:00,28,9.71,35.11,4.1,Cash
R0262,D0068,Tamale,Nyohini,Choggu,2025-05-07 07:00:00,2025-05-07 07:10:00,10,9.55,41.17,4.2,Cash
R0190,D0181,Tamale,Sagnarigu,Lamashegu,2025-01-04 11:03:00,2025-01-04 11:17:00,14,6.69,19.4,3.3,Cash
R0278,D0105,Tamale,Nyohini,Choggu,2025-10-12 04:28:00,2025-10-12 05:04:00,36,6.9,20.57,3.4,Card
R0095,D0188,Kumasi,Bantama,Adum,2025-05-29 04:41:00,2025-05-29 05:20:00,39,7.84,22.48,4.8,Mobile Money
R0192,D0068,Accra,Osu,Airport,2025-06-04 16:00:00,2025-06-04 16:10:00,10,2.93,17.47,3.8,Cash
R0079,D0161,Kumasi,Ahodwo,Bantama,2025-02-12 01:12:00,2025-02-12 01:53:00,41,24.58,50.38,3.8,Card
R0240,D0197,Tamale,Lamashegu,Sagnarigu,2025-10-27 09:33:00,2025-10-27 09:54:00,21,24.27,86.42,4.6,Cash
R0131,D0117,Kumasi,Tafo,Adum,2025-09-28 08:11:00,2025-09-28 08:50:00,39,7.19,21.24,4.3,Cash
R0041,D0012,Takoradi,Effiakuma,Sekondi,2025-05-27 17:34:00,2025-05-27 18:10:00,36,23.31,68.92,4.1,Mobile Money
R0223,D0196,Accra,Tema,Osu,2025-01-20 23:19:00,2025-01-20 23:47:00,28,7.72,33.46,3.4,Cash
R0214,D0043,Takoradi,Sekondi,Anaji,2025-05-12 16:18:00,2025-05-12 16:35:00,17,8.77,28.62,4.0,Mobile Money
R0014,D0146,Kumasi,Asokwa,Ahodwo,2025-03-16 14:45:00,2025-03-16 15:27:00,42,6.82,19.8,4.2,Cash
R0061,D0052,Tamale,Choggu,Lamashegu,2025-02-19 14:46:00,2025-02-19 14:55:00,9,7.93,29.11,3.3,Mobile Money
R0140,D0020,Kumasi,Ahodwo,Tafo,2025-03-06 13:04:00,2025-03-06 13:18:00,14,12.55,40.19,3.1,Card
R0212,D0148,Takoradi,Anaji,Effiakuma,2025-01-07 23:44:00,2025-01-08 00:20:00,36,9.08,24.06,3.1,Card
R0070,D0134,Accra,Tema,Airport,2025-01-08 17:24:00,2025-01-08 17:58:00,34,24.76,63.1,4.6,Cash
R0292,D0042,Accra,East Legon,Osu,2025-10-18 07:32:00,2025-10-18 08:13:00,41,7.11,30.36,4.5,Card
R0107,D0087,Tamale,Sagnarigu,Lamashegu,2025-05-28 11:39:00,2025-05-28 12:07:00,28,15.3,45.38,3.8,Mobile Money
R0297,D0107,Accra,East Legon,Airport,2025-06-29 22:02:00,2025-06-29 22:08:00,6,9.37,41.47,4.7,Cash
R0246,D0052,Kumasi,Bantama,Adum,2025-10-02 02:22:00,2025-10-02 02:29:00,7,24.16,50.25,4.5,Mobile Money
R0057,D0091,Accra,East Legon,Tema,2025-10-17 21:49:00,2025-10-17 22:22:00,33,23.52,53.81,3.1,Mobile Money
R0268,D0107,Kumasi,Asokwa,Adum,2025-01-05 20:05:00,2025-01-05 20:12:00,7,18.79,57.77,4.7,Cash
R0110,D0129,Takoradi,Anaji,Sekondi,2025-04-20 11:35:00,2025-04-20 11:57:00,22,4.35,21.44,3.4,Mobile Money
R0214,D0158,Kumasi,Ahodwo,Tafo,2025-05-14 04:56:00,2025-05-14 05:41:00,45,4.93,17.01,4.6,Mobile Money
R0247,D0022,Kumasi,Tafo,Adum,2025-05-24 02:20:00,2025-05-24 03:00:00,40,16.96,51.18,3.7,Card
R0110,D0101,Kumasi,Asokwa,Tafo,2025-07-11 04:26:00,2025-07-11 05:11:00,45,22.05,58.38,4.6,Card
R0005,D0092,Kumasi,Bantama,Asokwa,2025-02-09 19:50:00,2025-02-09 19:55:00,5,11.54,34.01,3.9,Cash
R0263,D0052,Accra,Dansoman,Airport,2025-09-17 19:49:00,2025-09-17 20:08:00,19,8.23,34.65,4.0,Mobile Money
R0034,D0123,Takoradi,Anaji,Effiakuma,2025-10-16 22:59:00,2025-10-16 23:33:00,34,6.57,29.68,3.8,Cash
R0130,D0020,Kumasi,Asokwa,Bantama,2025-03-19 04:23:00,2025-03-19 05:06:00,43,14.05,54.55,4.2,Cash
R0258,D0156,Tamale,Lamashegu,Nyohini,2025-06-20 21:05:00,2025-06-20 21:11:00,6,3.81,20.88,4.3,Mobile Money
R0212,D0196,Kumasi,Ahodwo,Adum,2025-07-14 19:46:00,2025-07-14 19:57:00,11,9.04,24.08,4.6,Card
R0216,D0020,Accra,Airport,Madina,2025-09-01 05:57:00,2025-09-01 06:22:00,25,15.88,50.76,4.8,Card
R0221,D0195,Accra,East Legon,Madina,2025-01-18 01:06:00,2025-01-18 01:35:00,29,19.93,45.94,3.6,Card
R0132,D0149,Kumasi,Asokwa,Tafo,2025-09-13 15:42:00,2025-09-13 16:26:00,44,6.96,28.8,3.1,Card
R0062,D0192,Tamale,Nyohini,Sagnarigu,2025-03-17 14:38:00,2025-03-17 15:09:00,31,14.68,52.41,4.8,Cash
R0289,D0159,Tamale,Choggu,Lamashegu,2025-05-03 10:58:00,2025-05-03 11:31:00,33,9.21,36.94,3.2,Mobile Money
R0063,D0123,Accra,East Legon,Osu,2025-03-15 07:30:00,2025-03-15 08:14:00,44,21.31,47.4,3.8,Cash
R0028,D0120,Takoradi,Effiakuma,Sekondi,2025-06-13 19:38:00,2025-06-13 19:56:00,18,20.14,44.25,3.5,Cash
R0150,D0019,Takoradi,Market Circle,Effiakuma,2025-10-02 22:00:00,2025-10-02 22:23:00,23,18.33,61.89,4.3,Cash
R0251,D0172,Kumasi,Asokwa,Ahodwo,2025-02-16 17:40:00,2025-02-16 18:02:00,22,17.65,53.63,3.5,Card
R0192,D0085,Tamale,Choggu,Sagnarigu,2025-04-17 11:01:00,2025-04-17 11:11:00,10,9.3,25.33,4.8,Card
R0036,D0094,Kumasi,Adum,Bantama,2025-01-29 01:18:00,2025-01-29 01:34:00,16,15.0,42.53,3.9,Cash
R0157,D0124,Takoradi,Effiakuma,Market Circle,2025-06-01 02:53:00,2025-06-01 02:59:00,6,23.73,50.87,4.2,Cash
R0006,D0165,Kumasi,Bantama,Tafo,2025-10-22 16:44:00,2025-10-22 16:55:00,11,13.14,43.78,3.0,Cash
R0028,D0071,Takoradi,Anaji,Market Circle,2025-03-19 05:23:00,2025-03-19 05:54:00,31,21.93,81.78,4.1,Cash
R0129,D0011,Kumasi,Ahodwo,Bantama,2025-01-03 18:53:00,2025-01-03 19:37:00,44,17.72,67.27,4.4,Cash
R0088,D0181,Kumasi,Asokwa,Ahodwo,2025-10-18 21:17:00,2025-10-18 21:29:00,12,4.66,20.36,4.2,Mobile Money
R0130,D0057,Kumasi,Bantama,Adum,2025-03-20 00:12:00,2025-03-20 00:54:00,42,11.18,41.24,4.9,Card
R0215,D0110,Accra,Dansoman,East Legon,2025-10-25 02:21:00,2025-10-25 02:41:00,20,23.21,65.74,3.2,Mobile Money
R0124,D0158,Kumasi,Bantama,Asokwa,2025-05-12 02:12:00,2025-05-12 02:27:00,15,24.64,86.3,3.2,Card
R0296,D0088,Takoradi,Sekondi,Market Circle,2025-05-23 07:33:00,2025-05-23 07:43:00,10,23.1,82.84,4.0,Cash
R0270,D0029,Takoradi,Effiakuma,Market Circle,2025-06-01 04:02:00,2025-06-01 04:10:00,8,15.19,42.91,3.1,Cash
R0201,D0155,Takoradi,Market Circle,Anaji,2025-01-23 04:42:00,2025-01-23 05:05:00,23,9.04,36.08,3.0,Mobile Money
R0140,D0199,Tamale,Sagnarigu,Choggu,2025-08-28 11:34:00,2025-08-28 11:49:00,15,9.0,28.67,4.1,Cash
R0043,D0174,Accra,Airport,East Legon,2025-05-07 06:51:00,2025-05-07 07:34:00,43,23.08,60.61,3.7,Mobile Money
R0106,D0065,Tamale,Lamashegu,Sagnarigu,2025-02-25 21:45:00,2025-02-25 21:52:00,7,18.7,52.96,3.4,Cash
R0053,D0053,Accra,Madina,Airport,2025-03-23 21:09:00,2025-03-23 21:41:00,32,11.86,31.13,3.4,Card
R0262,D0063,Accra,Osu,Madina,2025-01-22 03:09:00,2025-01-22 03:19:00,10,12.96,40.3,4.8,Cash
R0198,D0176,Kumasi,Asokwa,Tafo,2025-07-08 05:28:00,2025-07-08 05:38:00,10,9.7,33.81,4.3,Mobile Money
R0129,D0144,Tamale,Lamashegu,Nyohini,2025-06-11 02:09:00,2025-06-11 02:45:00,36,1.31,11.7,3.4,Cash
R0177,D0095,Accra,Tema,Dansoman,2025-02-27 12:22:00,2025-02-27 12:56:00,34,24.07,53.26,3.8,Cash
R0064,D0180,Accra,Dansoman,Airport,2025-05-13 10:03:00,2025-05-13 10:30:00,27,3.05,20.66,4.0,Cash
R0214,D0024,Kumasi,Ahodwo,Tafo,2025-02-07 19:04:00,2025-02-07 19:48:00,44,15.29,32.99,4.5,Card
R0287,D0084,Accra,East Legon,Osu,2025-03-06 15:36:00,2025-03-06 15:52:00,16,6.04,29.91,3.4,Cash
R0010,D0141,Tamale,Sagnarigu,Choggu,2025-05-23 05:26:00,2025-05-23 06:00:00,34,5.58,16.78,3.9,Card
R0058,D0139,Accra,Tema,East Legon,2025-05-27 12:10:00,2025-05-27 12:51:00,41,14.56,33.75,4.6,Cash
R0054,D0056,Tamale,Sagnarigu,Nyohini,2025-05-07 12:31:00,2025-05-07 12:47:00,16,11.88,38.28,3.9,Mobile Money
R0150,D0102,Tamale,Choggu,Sagnarigu,2025-07-04 23:21:00,2025-07-04 23:45:00,24,10.62,35.82,3.3,Cash
R0194,D0089,Kumasi,Ahodwo,Asokwa,2025-09-12 19:54:00,2025-09-12 20:03:00,9,5.37,25.31,4.9,Cash
R0038,D0080,Kumasi,Tafo,Ahodwo,2025-01-12 06:20:00,2025-01-12 06:59:00,39,9.96,28.33,4.3,Mobile Money
R0282,D0150,Kumasi,Ahodwo,Tafo,2025-05-20 16:25:00,2025-05-20 16:48:00,23,10.81,24.76,3.3,Cash
R0050,D0029,Tamale,Nyohini,Lamashegu,2025-07-30 16:30:00,2025-07-30 16:45:00,15,18.18,59.23,3.1,Card
R0268,D0100,Kumasi,Ahodwo,Adum,2025-05-03 16:12:00,2025-05-03 16:18:00,6,6.33,20.42,4.3,Card
R0058,D0023,Accra,Airport,Osu,2025-07-13 16:28:00,2025-07-13 16:46:00,18,1.47,12.51,4.6,Card
R0140,D0119,Accra,Airport,Dansoman,2025-04-19 05:37:00,2025-04-19 06:21:00,44,5.29,24.84,3.5,Mobile Money
R0240,D0105,Kumasi,Ahodwo,Tafo,2025-04-27 14:03:00,2025-04-27 14:37:00,34,3.39,14.73,4.4,Cash
R0001,D0065,Kumasi,Ahodwo,Tafo,2025-10-25 03:43:00,2025-10-25 04:26:00,43,21.54,76.08,3.8,Cash
R0224,D0121,Takoradi,Effiakuma,Market Circle,2025-08-30 16:43:00,2025-08-30 17:07:00,24,17.03,40.53,3.6,Mobile Money
R0171,D0086,Tamale,Lamashegu,Nyohini,2025-02-05 22:58:00,2025-02-05 23:24:00,26,22.51,42.35,3.2,Cash
R0237,D0171,Tamale,Lamashegu,Sagnarigu,2025-09-24 02:52:00,2025-09-24 03:22:00,30,5.99,17.3,3.4,Mobile Money
R0148,D0024,Takoradi,Sekondi,Market Circle,2025-03-25 04:29:00,2025-03-25 04:49:00,20,14.99,43.12,4.8,Mobile Money
R0094,D0096,Kumasi,Bantama,Tafo,2025-09-05 19:07:00,2025-09-05 19:24:00,17,20.62,53.03,3.5,Cash
R0172,D0057,Accra,Airport,East Legon,2025-09-09 01:12:00,2025-09-09 01:43:00,31,10.11,37.1,3.5,Cash
R0029,D0105,Accra,Dansoman,Osu,2025-08-26 04:41:00,2025-08-26 05:09:00,28,15.98,47.05,4.1,Card
R0044,D0193,Tamale,Nyohini,Choggu,2025-08-27 15:45:00,2025-08-27 16:07:00,22,11.47,31.96,4.9,Mobile Money
R0198,D0054,Accra,Osu,Dansoman,2025-03-16 01:06:00,2025-03-16 01:32:00,26,19.33,44.41,4.7,Mobile Money
R0022,D0187,Accra,Madina,East Legon,2025-07-12 00:37:00,2025-07-12 01:22:00,45,12.7,51.77,4.6,Card
R0174,D0188,Tamale,Sagnarigu,Lamashegu,2025-09-25 15:54:00,2025-09-25 16:21:00,27,11.21,25.32,3.5,Mobile Money
R0087,D0070,Accra,Tema,East Legon,2025-03-31 12:27:00,2025-03-31 13:09:00,42,14.0,48.74,3.5,Card
R0072,D0081,Takoradi,Anaji,Sekondi,2025-07-29 06:40:00,2025-07-29 07:06:00,26,4.34,21.76,5.0,Cash
R0288,D0114,Tamale,Lamashegu,Choggu,2025-02-10 00:32:00,2025-02-10 00:59:00,27,13.62,33.11,3.5,Card
R0014,D0040,Accra,Airport,Tema,2025-03-17 23:18:00,2025-03-17 23:38:00,20,1.44,14.79,3.2,Card
R0209,D0071,Takoradi,Sekondi,Effiakuma,2025-05-17 14:25:00,2025-05-17 15:03:00,38,14.84,38.39,4.1,Mobile Money
R0235,D0049,Accra,Airport,Dansoman,2025-02-28 03:40:00,2025-02-28 04:18:00,38,16.63,62.54,3.4,Mobile Money
R0178,D0162,Takoradi,Sekondi,Market Circle,2025-04-09 19:08:00,2025-04-09 19:37:00,29,1.26,10.23,4.8,Card
R0174,D0194,Accra,Osu,East Legon,2025-10-08 03:02:00,2025-10-08 03:26:00,24,21.97,69.21,4.2,Mobile Money
R0270,D0006,Kumasi,Asokwa,Ahodwo,2025-08-08 16:45:00,2025-08-08 16:54:00,9,16.96,39.39,4.8,Cash
R0079,D0162,Tamale,Choggu,Lamashegu,2025-04-17 12:29:00,2025-04-17 12:40:00,11,11.05,33.04,4.0,Card
R0076,D0079,Tamale,Nyohini,Choggu,2025-05-25 04:08:00,2025-05-25 04:24:00,16,2.13,11.9,4.5,Mobile Money
R0222,D0195,Kumasi,Bantama,Adum,2025-04-18 03:54:00,2025-04-18 04:11:00,17,2.99,16.09,3.5,Card
R0228,D0170,Tamale,Lamashegu,Sagnarigu,2025-02-24 20:36:00,2025-02-24 20:50:00,14,10.34,29.48,3.7,Mobile Money
R0127,D0189,Takoradi,Sekondi,Effiakuma,2025-03-20 18:18:00,2025-03-20 18:34:00,16,18.26,46.24,4.1,Cash
R0206,D0023,Takoradi,Market Circle,Anaji,2025-03-25 13:30:00,2025-03-25 13:40:00,10,12.43,43.14,4.9,Card
R0038,D0148,Accra,Dansoman,Osu,2025-04-27 21:43:00,2025-04-27 22:14:00,31,18.58,45.86,3.1,Mobile Money
R0245,D0037,Tamale,Nyohini,Sagnarigu,2025-04-26 02:51:00,2025-04-26 03:23:00,32,7.29,27.61,3.1,Card
R0103,D0048,Takoradi,Effiakuma,Sekondi,2025-09-08 02:02:00,2025-09-08 02:15:00,13,12.91,42.78,3.7,Mobile Money
R0183,D0121,Kumasi,Ahodwo,Adum,2025-01-27 21:17:00,2025-01-27 21:45:00,28,19.5,41.41,3.2,Mobile Money
R0054,D0081,Kumasi,Asokwa,Bantama,2025-02-04 04:25:00,2025-02-04 04:51:00,26,18.48,54.03,4.4,Mobile Money
R0256,D0014,Takoradi,Market Circle,Sekondi,2025-08-01 19:22:00,2025-08-01 19:48:00,26,11.44,30.8,4.6,Card
R0134,D0186,Accra,Dansoman,Madina,2025-08-16 14:00:00,2025-08-16 14:18:00,18,20.19,68.34,3.5,Card
R0244,D0098,Kumasi,Tafo,Bantama,2025-09-29 01:37:00,2025-09-29 02:19:00,42,15.17,41.71,3.2,Mobile Money
R0207,D0173,Accra,Madina,Airport,2025-08-26 04:18:00,2025-08-26 04:33:00,15,23.02,50.83,4.9,Cash
R0031,D0160,Kumasi,Ahodwo,Adum,2025-09-28 19:09:00,2025-09-28 19:48:00,39,11.7,29.88,4.1,Card
R0038,D0062,Takoradi,Effiakuma,Anaji,2025-02-10 11:35:00,2025-02-10 11:59:00,24,21.95,73.07,4.6,Mobile Money
R0080,D0029,Takoradi,Anaji,Effiakuma,2025-09-23 01:03:00,2025-09-23 01:35:00,32,16.81,56.49,4.7,Card
R0043,D0058,Tamale,Nyohini,Sagnarigu,2025-06-08 20:13:00,2025-06-08 20:23:00,10,6.99,25.33,3.4,Card
R0262,D0119,Kumasi,Asokwa,Bantama,2025-05-01 15:35:00,2025-05-01 16:05:00,30,24.7,91.69,3.1,Card
R0255,D0014,Accra,Osu,Airport,2025-04-09 10:31:00,2025-04-09 11:04:00,33,17.93,70.07,3.4,Card
R0263,D0003,Takoradi,Effiakuma,Sekondi,2025-03-27 02:52:00,2025-03-27 02:57:00,5,14.63,56.73,3.1,Mobile Money
R0079,D0009,Takoradi,Sekondi,Market Circle,2025-07-03 23:48:00,2025-07-04 00:22:00,34,17.74,45.16,4.8,Mobile Money
R0194,D0141,Accra,Tema,Osu,2025-10-21 16:21:00,2025-10-21 16:37:00,16,24.31,92.38,3.9,Card
R0221,D0066,Kumasi,Asokwa,Tafo,2025-03-18 19:40:00,2025-03-18 20:21:00,41,21.69,77.17,3.6,Mobile Money
R0175,D0143,Takoradi,Effiakuma,Sekondi,2025-09-28 06:49:00,2025-09-28 06:57:00,8,20.89,40.88,4.2,Card
R0195,D0002,Takoradi,Anaji,Sekondi,2025-09-19 08:32:00,2025-09-19 09:01:00,29,6.52,19.35,3.2,Cash
R0189,D0106,Takoradi,Sekondi,Market Circle,2025-05-23 02:44:00,2025-05-23 03:11:00,27,17.71,46.6,4.4,Cash
R0030,D0073,Takoradi,Anaji,Market Circle,2025-01-16 15:53:00,2025-01-16 16:21:00,28,2.57,13.48,4.1,Card
R0143,D0059,Kumasi,Adum,Tafo,2025-03-27 23:51:00,2025-03-28 00:18:00,27,19.98,50.71,4.3,Cash
R0224,D0113,Tamale,Sagnarigu,Lamashegu,2025-03-31 13:24:00,2025-03-31 13:42:00,18,22.26,68.81,3.5,Cash
R0230,D0150,Tamale,Lamashegu,Sagnarigu,2025-08-04 02:42:00,2025-08-04 02:53:00,11,1.59,13.15,3.0,Cash
R0210,D0120,Accra,Tema,Osu,2025-02-22 05:14:00,2025-02-22 05:57:00,43,21.99,66.25,4.9,Card
R0062,D0030,Tamale,Choggu,Nyohini,2025-06-27 01:23:00,2025-06-27 01:38:00,15,20.17,78.51,3.7,Card
R0035,D0082,Kumasi,Asokwa,Tafo,2025-06-15 17:12:00,2025-06-15 17:45:00,33,19.41,52.72,4.0,Cash
R0202,D0114,Takoradi,Market Circle,Anaji,2025-06-17 03:40:00,2025-06-17 03:49:00,9,16.06,60.15,5.0,Mobile Money
R0210,D0140,Tamale,Sagnarigu,Lamashegu,2025-02-24 10:57:00,2025-02-24 11:04:00,7,19.44,53.4,3.8,Mobile Money
R0041,D0153,Tamale,Choggu,Sagnarigu,2025-04-20 23:31:00,2025-04-20 23:37:00,6,18.7,44.98,3.2,Card
R0191,D0095,Accra,Osu,Tema,2025-01-07 08:37:00,2025-01-07 09:15:00,38,9.51,29.73,3.6,Cash
R0157,D0197,Takoradi,Effiakuma,Sekondi,2025-03-20 07:19:00,2025-03-20 07:39:00,20,6.61,18.47,3.0,Mobile Money
R0171,D0101,Takoradi,Sekondi,Market Circle,2025-04-08 06:36:00,2025-04-08 06:41:00,5,24.71,66.21,3.8,Cash
R0023,D0056,Takoradi,Effiakuma,Market Circle,2025-02-03 07:58:00,2025-02-03 08:26:00,28,17.31,41.52,4.9,Card
R0183,D0015,Takoradi,Market Circle,Sekondi,2025-07-02 23:41:00,2025-07-02 23:59:00,18,19.87,41.36,3.8,Card
R0015,D0087,Accra,Airport,Dansoman,2025-05-30 10:34:00,2025-05-30 11:17:00,43,22.1,84.91,3.9,Mobile Money
R0051,D0063,Takoradi,Effiakuma,Sekondi,2025-05-16 12:08:00,2025-05-16 12:49:00,41,15.72,36.83,5.0,Mobile Money
R0204,D0094,Accra,Osu,Airport,2025-03-04 09:18:00,2025-03-04 09:29:00,11,6.56,32.21,4.3,Card
R0040,D0031,Takoradi,Anaji,Sekondi,2025-06-28 17:34:00,2025-06-28 18:19:00,45,15.59,47.37,3.5,Mobile Money
R0271,D0156,Takoradi,Effiakuma,Sekondi,2025-08-06 21:22:00,2025-08-06 21:48:00,26,5.24,18.17,3.4,Cash
R0055,D0111,Kumasi,Tafo,Bantama,2025-05-20 03:16:00,2025-05-20 03:45:00,29,19.71,51.37,3.1,Cash
R0080,D0094,Accra,Madina,East Legon,2025-08-23 21:32:00,2025-08-23 21:51:00,19,24.26,89.27,4.9,Mobile Money
R0173,D0183,Kumasi,Adum,Bantama,2025-05-01 09:09:00,2025-05-01 09:45:00,36,24.88,53.97,3.8,Cash
R0164,D0177,Accra,Osu,Tema,2025-03-31 00:28:00,2025-03-31 01:11:00,43,19.2,65.53,3.3,Cash
R0279,D0176,Tamale,Choggu,Nyohini,2025-03-06 13:41:00,2025-03-06 14:26:00,45,20.58,48.11,3.4,Mobile Money
R0267,D0099,Tamale,Sagnarigu,Choggu,2025-05-19 14:26:00,2025-05-19 15:00:00,34,13.89,45.31,4.2,Card
R0061,D0030,Kumasi,Bantama,Tafo,2025-02-12 16:14:00,2025-02-12 16:27:00,13,3.2,18.42,3.5,Mobile Money
R0030,D0003,Tamale,Nyohini,Choggu,2025-08-20 16:02:00,2025-08-20 16:40:00,38,4.11,21.47,4.9,Mobile Money
R0116,D0088,Accra,Airport,Tema,2025-10-20 00:27:00,2025-10-20 00:46:00,19,21.69,77.65,4.3,Card
R0011,D0186,Kumasi,Adum,Tafo,2025-05-21 20:15:00,2025-05-21 20:26:00,11,14.22,31.8,3.8,Cash
R0073,D0156,Takoradi,Effiakuma,Sekondi,2025-07-16 18:54:00,2025-07-16 19:33:00,39,9.94,28.07,4.4,Mobile Money
R0215,D0011,Tamale,Lamashegu,Sagnarigu,2025-08-06 16:28:00,2025-08-06 17:06:00,38,12.9,29.44,3.4,Mobile Money
R0139,D0002,Takoradi,Anaji,Effiakuma,2025-04-06 16:45:00,2025-04-06 17:09:00,24,17.4,36.75,4.7,Mobile Money
R0261,D0152,Accra,East Legon,Madina,2025-06-17 11:22:00,2025-06-17 11:51:00,29,12.88,41.7,4.2,Card
R0077,D0087,Tamale,Choggu,Lamashegu,2025-07-08 14:42:00,2025-07-08 15:18:00,36,20.79,53.65,4.4,Cash
R0285,D0068,Tamale,Sagnarigu,Nyohini,2025-05-10 09:32:00,2025-05-10 09:42:00,10,14.58,37.66,4.8,Mobile Money
R0122,D0007,Accra,Tema,East Legon,2025-04-08 14:53:00,2025-04-08 15:30:00,37,20.14,66.73,4.7,Mobile Money
R0046,D0126,Takoradi,Market Circle,Anaji,2025-08-14 04:17:00,2025-08-14 04:56:00,39,21.82,71.64,4.7,Cash
R0163,D0007,Tamale,Lamashegu,Choggu,2025-01-17 00:47:00,2025-01-17 01:15:00,28,17.74,58.74,4.2,Mobile Money
R0234,D0182,Kumasi,Bantama,Tafo,2025-05-01 16:59:00,2025-05-01 17:05:00,6,19.07,42.65,4.8,Card
R0066,D0141,Kumasi,Bantama,Adum,2025-04-28 00:28:00,2025-04-28 00:36:00,8,21.92,42.16,4.7,Card
R0002,D0079,Kumasi,Adum,Asokwa,2025-09-15 06:51:00,2025-09-15 07:17:00,26,4.09,16.88,4.5,Card
R0084,D0174,Tamale,Nyohini,Choggu,2025-02-06 19:51:00,2025-02-06 19:59:00,8,4.86,23.24,4.7,Mobile Money
R0017,D0035,Kumasi,Ahodwo,Asokwa,2025-03-10 06:13:00,2025-03-10 06:37:00,24,13.18,27.94,3.6,Card
R0121,D0092,Accra,Osu,Tema,2025-09-19 18:40:00,2025-09-19 19:10:00,30,15.81,64.74,4.3,Mobile Money
R0277,D0047,Takoradi,Market Circle,Effiakuma,2025-07-17 07:17:00,2025-07-17 07:36:00,19,7.24,28.04,4.1,Mobile Money
R0241,D0191,Accra,Osu,Airport,2025-04-26 03:48:00,2025-04-26 03:56:00,8,19.72,43.8,4.5,Cash
R0101,D0138,Takoradi,Effiakuma,Sekondi,2025-02-22 03:05:00,2025-02-22 03:47:00,42,13.99,55.93,3.7,Cash
R0282,D0167,Tamale,Nyohini,Lamashegu,2025-04-24 17:34:00,2025-04-24 17:53:00,19,16.18,62.43,3.2,Card
R0008,D0019,Kumasi,Bantama,Adum,2025-01-22 03:07:00,2025-01-22 03:37:00,30,23.49,75.55,3.1,Card
R0052,D0001,Kumasi,Adum,Ahodwo,2025-01-12 14:16:00,2025-01-12 14:27:00,11,8.22,31.97,3.1,Mobile Money
R0261,D0078,Takoradi,Sekondi,Market Circle,2025-05-28 00:34:00,2025-05-28 01:05:00,31,14.97,40.81,4.2,Card
R0210,D0049,Takoradi,Effiakuma,Sekondi,2025-05-28 07:42:00,2025-05-28 08:10:00,28,2.1,14.81,4.9,Card
R0026,D0156,Takoradi,Effiakuma,Anaji,2025-07-17 00:58:00,2025-07-17 01:34:00,36,24.25,80.73,3.3,Mobile Money
R0232,D0171,Tamale,Choggu,Lamashegu,2025-03-25 11:21:00,2025-03-25 11:52:00,31,19.2,37.74,3.0,Card
